"Authors","Article Title","Source Title","Publication Year","DOI","Document Type","Institution Address","Institution","Country"
"Antonelo, Fabio Antonio; Rodrigues, Mariana Soares; Cruz, Lorena Clara; Pagnoncelli, Maria Giovana; da Cunha, Mario Antonio Alves; Bonatto, Sandro Jose Ribeiro; Busso, Cleverson; Wagner Junior, Americo; Montanher, Paula Fernandes","Bioactive compounds derived from Brazilian Myrtaceae species: Chemical composition and antioxidant, antimicrobial and cytotoxic activities","BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY","2023.0","10.1016/j.bcab.2023.102629","Article","Univ Tecnol Fed Parana, UTFPR, Curitiba, Parana, BrazilPele Pequeno Principe Inst, Curitiba, Peoples R China302 Soledade St, BR-85660000 Dois Vizinhos, Parana, Brazil","Pele Pequeno Principe Inst","Brazil"
"Sainz-Hernandez, Juan Carlos; Rueda-Puente, Edgar Omar; Cornejo-Ramirez, Yaeel Isbeth; Bernal-Mercado, Ariadna Thalia; Gonzalez-Ocampo, Hector Abelardo; Lopez-Corona, Betzabe Ebenhezer","Biological Application of the Allopathic Characteristics of the Genus Maclura: A Review","PLANTS-BASEL","2023.0","10.3390/plants12193480","Review","Inst Politecn Nacl, Ctr Interdisciplinario Invest Desarrollo Integral, Unidad Sinaloa, Mexico City 81049, Sinaloa, MexicoUniv Sonora, Dept Agr & Ganaderia, Blvd Luis Encinas & Rosales, Hermosillo 83323, Sinaloa, MexicoUniv Sonora, Dept Invest & Posgrad Alimentos, Blvd Luis Encinas & Rosales, Hermosillo 83000, Sinaloa, Mexico",NA,"Mexico"
"Sotelo, Jesica P.; Rovey, Maria F. Paletti; Carezzano, Maria E.; V. Moliva, Melina; Oliva, Maria de las M.","Characterization of Pseudomonas syringae strains associated with soybean bacterial blight and in vitro inhibitory effect of oregano and thyme essential oils","PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY","2023.0","10.1016/j.pmpp.2023.102133","Article","Univ Nacl Rio Cuarto UNRC, Fac Ciencias Exactas Fisicoquim & Nat, Dept Microbiol & Inmunol, Ruta Nacl 36 Km 601,X5804BYA, Rio Cuarto, Cordoba, ArgentinaUniv Nacl Rio Cuarto UNRC, Fac Ciencias Exactas Fisicoquim & Nat, Dept Microbiol & Inmunol, Inst Biotecnol Ambiental & Salud INBIAS, Ruta Nacl 36 Km 601,X5804BYA, Rio Cuarto, Cordoba, ArgentinaUniv Nacl Rio Cuarto, Fac Ciencias Exactas Fisicoquim & Nat, Dept Biol Mol, Inst Biotecnol Ambiental & Salud INBIAS, Ruta Nacl 36 Km 601,X5804BYA, Rio Cuarto, Cordoba, ArgentinaConsejo Nacl Invest Cient & Tecn, Godoy Cruz 2290,C1425FQB, Caba, Buenos Aires, ArgentinaUniv Nacl Rio Cuarto, Fac Ciencias Exactas Fisicoquim & Nat, Dept Microbiol & Inmunol, UNRC CONICET, Ruta Nacl 36 Km 601,X5804BYA, Rio Cuarto, Cordoba, Argentina",NA,"Argentina"
"Matos, Ana E. Perez E.; Bacci, Giovanni; Borruso, Luigimaria; Landolfi, Maria; Petrocchi, Dominique; Renzi, Sonia; Perito, Brunella","Characterization of the Bacterial Communities Inhabiting Tropical Propolis of Puerto Rico","MICROORGANISMS","2023.0","10.3390/microorganisms11051130","Article","Pontifical Catholic Univ Puerto Rico, Biotechnol & Agrobiotechnol Res & Learning Ctr, Dept Nat Sci, Ponce, PR 00717 USAUniv Florence, Dept Biol, Via Madonna Piano 6, I-50019 Florence, ItalyFree Univ Bozen Bolzano, Fac Sci & Technol, I-39100 Bolzano, ItalySci Lab Opificio Pietre Dure, Viale F Strozzi 1, I-50129 Florence, Italy","Sci Lab Opificio Pietre Dure","USA"
"Clarke, Kellyann; Porter, Roy; Facey, Petrea; Thoms-Rodriguez, Camille","Chemical composition and biological activities of Jamaican Cannabis sativa essential oils as the plant matures","FLAVOUR AND FRAGRANCE JOURNAL","2023.0","10.1002/ffj.3732","Article","Univ West Indies, Dept Chem, Kingston, JamaicaUniv West Indies, St Augustine, Trinidad TobagoUniv Hosp West Indies, Kingston, Jamaica",NA,"Other"
"Romero, Diana; Cartuche, Luis; Valarezo, Eduardo; Cumbicus, Nixon; Morocho, Vladimir","Chemical Profiling, Anticholinesterase, Antioxidant, and Antibacterial Potential of the Essential Oil from Myrcianthes discolor (Kunth) McVaugh, an Aromatic Tree from Southern Ecuador","ANTIBIOTICS-BASEL","2023.0","10.3390/antibiotics12040677","Article","Univ Tecn Particular Loja UTPL, Carrera Bioquim & Farm, Loja 1101608, EcuadorUniv Tecn Particular Loja UTPL, Dept Quim, Loja, EcuadorUniv Tecn Particular Loja UTPL, Dept Ciencias Biol & Agr, Loja, Ecuador","Univ Tecn Particular Loja UTPLUniv Tecn Particular Loja UTPLUniv Tecn Particular Loja UTPL","Ecuador"
"Aristizabal-Hoyos, A. M.; Rodriguez, Erika A.; Torres-Palma, Ricardo A.; Natalia Jimenez, J.","Concern levels of beta-lactamase-producing Gram-negative bacilli in hospital wastewater: hotspot of antimicrobial resistance in Latin-America","DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE","2023.0","10.1016/j.diagmicrobio.2022.115819","Article","Univ Antioquia, Escuela Microbiol, Grp Invest Microbiol Basica & Aplicada MICROBA, Linea Epidemiol Mol & Resistencia Bacteriana, Medellin, Antioquia, ColombiaUniv Antioquia, Fac Ciencias Exactas & Nat, Inst Quim, Grp Invest Remediac Ambiental & Biocatalisis GIRA, Medellin, Antioquia, Colombia",NA,"Colombia"
"Ferreira, Paulo Michel Pinheiro; de Almeida, Antonia Amanda Cardoso; Conceicao, Micaely Lorrana Pereira; Pessoa, Otilia Deusdenia Loiola; Marques, Lana Grasiela Alves; Capasso, Raffaele; Pessoa, Claudia","Cordia oncocalyx and oncocalyxones: From the phytochemistry to the anticancer action and therapeutic benefits against chronic diseases","FITOTERAPIA","2023.0","10.1016/j.fitote.2023.105624","Review","Univ Fed Piaui, Dept Biophys & Physiol, Lab Expt Cancerol LabCanc, Teresina, BrazilUniv Fed Ceara, Dept Organ & Inorgan Chem, Fortaleza, BrazilUniv Fed Ceara, Postgrad Program Biotechnol Nat Resources, Fortaleza, BrazilUniv Fed Ceara, Dept Physiol & Pharmacol, Fortaleza, BrazilUniv Naples Federico II, Dept Agr Sci, Naples, ItalyUniv Fed Piaui, Ctr Hlth Sci, Dept Biophys & Physiol, Lab Expt Cancerol LabCanc, Univ Ave, BR-64049550 Teresina, PI, Brazil",NA,"Brazil"
"Fortunato, Renee Hersilia; Nores, Maria Jimena","Cow's Hoof (Bauhinia L., Leguminosae): A Review on Pharmacological Properties of Austral South American Species","PLANTS-BASEL","2023.0","10.3390/plants12010031","Review","Inst Bot Darwinion CONICET ANCEFN, Labarden 200, RA-1641 Acassuso, ArgentinaUniv Nacl Cordoba, Fac Ciencias Exactas Fis & Nat, Inst Multidisciplinario Biol Vegetal, CONICET, RA-1611 Velez Sarsfield, Argentina","Inst Bot Darwinion CONICET ANCEFN","Argentina"
"Bezerra, Jose Jailson Lima; Feitosa, Bruno Fonseca; Souto, Priscila Cordeiro; Pinheiro, Anderson Angel Vieira","Cyperus esculentus L. (Cyperaceae): Agronomic aspects, food applications, ethnomedicinal uses, biological activities, phytochemistry and toxicity","BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY","2023.0","10.1016/j.bcab.2023.102606","Article","Univ Fed Pernambuco, Dept Bot, Programa Posgrad Biol Vegetal, Ave Engn,s-n,Cidade Univ, BR-50670420 Recife, PE, BrazilUniv Estadual Campinas, Fac Engn Alimentos, Rua Monteiro Lobato,Cidade Univ, BR-13083862 Campinas, SP, BrazilUniv Fed Alagoas, Campus Engn & Ciencias Agr,BR 104,Km 85,s-n, BR-57100000 Rio Largo, AL, BrazilUniv Santa Maria, Rodovia BR 230,Km 504,s-n Zona Rural, BR-58900000 Cajazeiras, PB, Brazil","Univ Santa Maria","Brazil"
"Quiceno, Astrid Daniela Carvajal","Detection of secondary metabolites presents in the leaves of (Trichanthera gigantea) Acanthaceae and their antimicrobial and antimycotic activity","ACTA BIOLOGICA COLOMBIANA","2023.0","10.15446/abc.v28n1.89656","Article","Univ Quindio, Fac Ciencias Bas & Tecnol, Carrera 15 12N, Armenia, Colombia",NA,"Colombia"
"Martins-Silva, Priscila; Dias, Camila de Paula; Vilar, Lucas Cecilio; Silva, Silvana de Queiroz; Rossi, Ciro Cesar; Giambiagi-deMarval, Marcia","Dispersion and persistence of antimicrobial resistance genes among Staphylococcus spp. and Mammaliicoccus spp. isolated along a swine manure treatment plant","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","2023.0","10.1007/s11356-022-24725-8","Article","Univ Fed Rio de Janeiro, Inst Microbiol Paulo Goes, Rio De Janeiro, RJ, BrazilUniv Fed Ouro Preto, Dept Ciencias Biol, Ouro Preto, MG, BrazilUniv Fed Vicosa, Dept Bioquim & Biol Mol, Vicosa, MG, Brazil",NA,"Brazil"
"Rocha, Felipe; Calumby, Rodrigo Jose Nunes; Svetaz, Laura; Sortino, Maximiliano; Vidigal, Marcia Cristina Teixeira Ribeiro; Campos-Bermudez, Valeria Alina; Rius, Sebastian Pablo","Effects of Larrea nitida nanodispersions on the growth inhibition of phytopathogens","AMB EXPRESS","2023.0","10.1186/s13568-023-01605-z","Article","Univ Nacl Rosario, Ctr Estudios Fotosintet & Bioquim CEFOBI CONICET, Suipacha 531,S2002LRK, Rosario, ArgentinaUniv Nacl Rosario, Fac Ciencias Bioquim & Farmaceut, Farmacognosia, Suipacha 531, RA-2000 Rosario, ArgentinaUniv Fed Vicosa, Food Sci Dept, Peter Henry Rolfs Ave, BR-36570900 Vicosa, MG, Brazil",NA,"Brazil"
"Gomes, Andre Angelo Medeiros; Paes, Simone Albino; Ferreira, Ana Paula Sato; Pinho, Danilo Batista; Cardeal, Zenilda de Lourdes; Menezes, Helvecio Costa; Cardoso, Patricia Gomes; Pereira, Olinto Liparini","Endophytic species of Induratia from coffee and carqueja plants from Brazil and its potential for the biological control of toxicogenic fungi on coffee beans by means of antimicrobial volatiles","BRAZILIAN JOURNAL OF MICROBIOLOGY","2023.0","10.1007/s42770-022-00887-y","Article","Univ Fed Vicosa, Dept Fitopatol, Vicosa, MG, BrazilUniv Fed Minas Gerais, Dept Quim, Belo Horizonte, MG, BrazilUniv Fed Lavras, Dept Biol, Lavras, MG, Brazil",NA,"Brazil"
"dos Santos Velasco de Souza, Lais Cavalcanti; Reis, Nathalia Faria; Alcantara, Lucas Martins; Leal da Silveira Souto, Simone Rocha; de Araujo Penna, Bruno; Souza Santos, Renan Caetano; Robbs, Bruno Kaufmann; Machado, Francisco Paiva; Castro, Helena Carla; Dantas Machado, Ricardo Luiz; Rocha, Leandro; de Souza Baptista, Andrea Regina","Ethyl acetate fractions of Myrciaria floribunda, Ocotea pulchella, and Ocotea notata exhibit promising in vitro activity against Sporothrix brasiliensis isolates with low susceptibility to itraconazole","BRAZILIAN JOURNAL OF MICROBIOLOGY","2023.0","10.1007/s42770-023-00904-8","Article","Fed Fluminense Univ, Biomed Inst, Ctr Microorganisms Invest, Dept Microbiol & Parasitol, Alameda Barros Terra, S-N, BR-24020150 Niteroi, BrazilFluminense Fed Univ, Biomed Inst, Lab Gram Posit Cocos, Niteroi, RJ, BrazilFluminense Fed Univ, Pharm Fac, Nat Prod Technol Lab, Niteroi, RJ, BrazilNova Friburgo Hlth Inst, Dept Basic Sci, Nova Friburgo, RJ, BrazilFluminense Fed Univ, Inst Biol, Lab Antibiot Biochem & Mol Modeling, Niteroi, RJ, Brazil","Nova Friburgo Hlth Inst","Brazil"
"Moliva, Melina Vanesa; Cariddi, Laura Noelia; Pereyra, Estefania Raquel; Raviolo, Jose Maria; Sambuceti, Nicolas; Posadaz, Ariana; Campra, Noelia Anahi; Reinoso, Elina Beatriz","Evaluation of antibacterial and antibiofilm properties of Minthostachys verticillata essential oils against bovine Staphylococcus aureus strains","BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY","2023.0","10.1016/j.bcab.2023.102697","Article","Univ Nacl Rio Cuarto, Fac Ciencias Exactas Fisico Quim & Nat, Dept Microbiol Inmunol, Inst Biotecnol Ambiental & Salud INBIAS CONICET Ri, X5804ZAB,Ruta 36 Km 601, Cordoba, ArgentinaUniv Nacl Rio Cuarto, Dept Prod Anim, X5804ZAB,Ruta 36 Km 601, Cordoba, ArgentinaUniv Nacl San Luis FTU UNSL, Fac Turismo & Urbanismo, San Luis, Argentina","Univ Nacl San Luis FTU UNSL","Argentina"
"Coelho-Rocha, Nina Dias; Lima de Jesus, Luis Claudio; Lima Barroso, Fernanda Alvarenga; da Silva, Tales Fernando; Ferreira, Enio; Goncalves, Jose Eduardo; Martins, Flaviano dos Santos; de Oliveira Carvalho, Rodrigo Dias; Barh, Debmalya; de Carvalho Azevedo, Vasco Ariston","Evaluation of Probiotic Properties of Novel Brazilian Lactiplantibacillus plantarum Strains","PROBIOTICS AND ANTIMICROBIAL PROTEINS","2023.0","10.1007/s12602-022-09978-6","Article","Univ Fed Minas Gerais, Dept Genet Ecol & Evolut, Biol Sci Inst, BR-31270901 Belo Horizonte, MG, BrazilUniv Fed Minas Gerais, Biol Sci Inst, Dept Gen Pathol, BR-31270901 Belo Horizonte, MG, BrazilUniv Fed Minas Gerais, Pharm Fac, Dept Pharmaceut Prod, BR-31270901 Belo Horizonte, MG, BrazilUniv Fed Minas Gerais, Biol Sci Inst, Dept Microbiol, BR-31270901 Belo Horizonte, MG, BrazilUniv Fed Bahia, Inst Hlth Sci, Dept Biochem & Biophys, BR-40110909 Salvador, BA, BrazilInst Integrat Omics & Appl Biotechnol IIOAB, Nonakuri 721172, Purba Medinipur, India","Inst Integrat Omics & Appl Biotechnol IIOAB","Brazil"
"Frazao, Deborah Ribeiro; Cruz, Jorddy Neves; de Oliveira, Mozaniel Santana; Baia-da-Silva, Daiane Claydes; Nazario, Rayssa Maite Farias; Rodrigues, Matheus Ferreira de Lima; Saito, Miki Taketomi; Souza-Rodrigues, Renata Duarte; Lima, Rafael Rodrigues","Evaluation of the biological activities of Copaiba (Copaifera spp): a comprehensive review based on scientometric analysis","FRONTIERS IN PHARMACOLOGY","2023.0","10.3389/fphar.2023.1215437","Review","Fed Univ Para, Inst Biol Sci, Lab Funct & Struct Biol, Belem, Para, BrazilMuseu Paraense Emilio Goeldi, Belem, BrazilFed Univ Para, Inst Biol Sci, Fac Dent, Belem, Brazil",NA,"Brazil"
"Farias, Beatriz O. O.; Montenegro, Kaylanne S. S.; Nascimento, Ana Paula A.; Magaldi, Mariana; Goncalves-Brito, Andressa S. S.; Flores, Claudia; Moreira, Thais C. C.; Neves, Felipe P. G.; Bianco, Kayo; Clementino, Maysa M. M.","First Report of a Wastewater Treatment-Adapted Enterococcus faecalis ST21 Harboring vanA Gene in Brazil","CURRENT MICROBIOLOGY","2023.0","10.1007/s00284-023-03418-6","Article","Fundacao Oswaldo Cruz, Inst Nacl Controle Qualidade Saude, Ave Brasil 4365, Rio De Janeiro, RJ, BrazilFundacao Oswaldo Cruz, Escola Nacl Saude Publ, Ave Brasil 4365, Rio De Janeiro, RJ, BrazilUniv Fed Fluminense, Dept Microbiol & Parasitol, Inst Biomed, Alameda Barros Terra S-N, BR-24020150 Niteroi, RJ, BrazilOswaldo Cruz Fdn FIOCRUZ, Fiocruz Genom Network, BR-4365 Rio De Janeiro, RJ, BrazilCOVID 19 Monitoring Network Wastewater, Sao Paulo, Brazil","COVID 19 Monitoring Network Wastewater","Brazil"
"Macedo, Nair Silva; Silveira, Zildene de Sousa; Sousa, Angella Eduarda da Silva; Dantas, Debora Menezes; Monteiro, Amanda Lins Bispo; dos Santos, Helcio Silva; da Cunha, Francisco Assis Bezerra","Floral Visitation, Phytochemical and Biological Activities of Bioproducts from Tetragonisca angustula (Hymenoptera, Apidae, Meliponini): A Review","CHEMISTRY & BIODIVERSITY","2023.0","10.1002/cbdv.202301451","Review","Reg Univ Cariri URCA, Grad Program Biol Chem PPQB, Crato, Ceara, BrazilFed Univ Pernambuco UFPE, Grad Program Biol Sci PPGCB, Recife, PE, BrazilReg Univ Cariri URCA, Semiarid Bioprospecting Lab & Alternat Methods LAB, Crato, Ceara, BrazilFed Rural Univ Pernambuco UFRPE, Grad Program Anim Biosci, Recife, PE, BrazilVale Acarau State Univ UVA, Sobral, Ceara, Brazil","Vale Acarau State Univ UVA","Brazil"
"Swiecimska, Magdalena; Golinska, Patrycja; Goodfellow, Michael","Generation of a high quality library of bioactive filamentous actinomycetes from extreme biomes using a culture-based bioprospecting strategy","FRONTIERS IN MICROBIOLOGY","2023.0","10.3389/fmicb.2022.1054384","Article","Nicolaus Copernicus Univ, Fac Biol & Vet Sci, Dept Microbiol, Torun, PolandNewcastle Univ, Sch Nat & Environm Sci, Newcastle Upon Tyne, England",NA,"Other"
"Vieira, Maria Aparecida Ribeiro; Jorge, Leticia Galhardo; Marcon, Camila; Campos, Felipe Girotto; Rozada, Andrew Matheus Frederico; Gauze, Gisele de Freitas; Seixas, Flavio Augusto Vicente; Marquese, Marcia Ortiz Mayo; Mendes, Rinaldo Poncio; Boaro, Carmen Silvia Fernandes","Geographical influences on the chemical composition and antifungal activity of Xylopia aromatica (Lam.) Mart. leaf essential oil","SOUTH AFRICAN JOURNAL OF BOTANY","2023.0","10.1016/j.sajb.2023.07.009","Article","Sao Paulo State Univ UNESP, Inst Biosci, Dept Biodivers & Biostat, Botucatu, SP, BrazilSao Paulo State Univ UNESP, Botucatu Med Sch, Dept Infectol Dermatol Diagnost Imaging & Radiothe, Botucatu, SP, BrazilMaringa State Univ UEM, Dept Chem, Maringa, PR, BrazilMaringa State Univ UEM, Dept Technol, Maringa, PR, BrazilAgron Inst Campinas IAC, Plant Genet Resources Ctr, Campinas, SP, BrazilPOB 510, BR-18618970 Botucatu, SP, Brazil",NA,"Brazil"
"Lima, Rayssa S.; de Carvalho, Anna Paula Azevedo; Conte-Junior, Carlos A.","Health from Brazilian Amazon food wastes: Bioactive compounds, antioxidants, antimicrobials, and potentials against cancer and oral diseases","CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION","2023.0","10.1080/10408398.2022.2101983","Review","Fed Univ Rio de Janeiro UFRJ, Inst Chem, Analyt & Mol Lab Ctr CLAn, Dept Biochem, Rio De Janeiro, RJ, BrazilUniv Fed Rio de Janeiro, Technol Dev Support Lab LADETEC, Ctr Food Anal NAL, Rio De Janeiro, RJ, BrazilOswaldo Cruz Fdn FIOCRUZ, Natl Inst Hlth Qual Control, Grad Program Sanit Surveillance PPGVS, Rio De Janeiro, RJ, BrazilUniv Fed Rio de Janeiro, Chem Inst, Grad Program Chem PGQu, Rio De Janeiro, RJ, BrazilUniv Fed Rio de Janeiro, Chem Inst, Grad Program Food Sci PPGCAL, Rio De Janeiro, RJ, BrazilFluminense Fed Univ UFF, Fac Vet Med, Grad Program Vet Hyg PPGHV, Niteroi, RJ, Brazil","Fed Univ Rio de Janeiro UFRJ","Brazil"
"Chacon, Luz; Kuropka, Benno; Gonzalez-Tortuero, Enrique; Schreiber, Frank; Rojas-Jimenez, Keilor; Rodriguez-Rojas, Alexandro","Mechanisms of low susceptibility to the disinfectant benzalkonium chloride in a multidrug-resistant environmental isolate of Aeromonas hydrophila","FRONTIERS IN MICROBIOLOGY","2023.0","10.3389/fmicb.2023.1180128","Article","Free Univ Berlin, Inst Biol, Evolutionary Biol, Berlin, GermanyUniv Costa Rica, Hlth Res Inst, San Jose, Costa RicaBAM Fed Inst Mat Res & Testing, Dept Mat & Environm, Div Biodeteriorat & Reference Organisms 4 1, Berlin, GermanyFree Univ Berlin, Inst Chem & Biochem, Berlin, GermanyUniv Salford, Sch Sci Engn & Environm SEE, Manchester, EnglandUniv Costa Rica, Escuela Biol, San Jose, Costa RicaUniv Vet Med Vetmeduni, Clin Small Anim, Small Anim Internal Med, Vienna, Austria","Univ Vet Med Vetmeduni","Other"
"de Sousa, Debora Bezerra; da Silva, Gisele Silvestre; Serrano, Luiz Augusto Lopes; Martins, Marlon Vagner Valentim; Rodrigues, Tigressa Helena Soares; Lima, Mary Anne Sousa; Zocolo, Guilherme Juliao","Metabolomic Profile of Volatile Organic Compounds from Leaves of Cashew Clones by HS-SPME/GC-MS for the Identification of Candidates for Anthracnose Resistance Markers","JOURNAL OF CHEMICAL ECOLOGY","2023.0","10.1007/s10886-022-01402-1","Article","Inst Fed Educ Ciencia & Tecnol Ceara IFCE, Crateus, CE, BrazilEmbrapa Agroind Trop, Fortaleza, CE, BrazilUniv Estadual Vale Acarau, Ctr Ciencias & Tecnol, Curso Quim, Sobral, CE, BrazilUniv Fed Ceara, Dept Quim Organ & Inorgan, Fortaleza, CE, Brazil",NA,"Brazil"
"Montenegro, Kaylanne; Flores, Claudia; Nascimento, Ana Paula Alves; Farias, Beatriz Oliveira; Brito, Andressa S. Goncalves; Magaldi, Mariana; Gimenez, Aline; de Filippis, Ivano; Clementino, Maysa Mandetta; Bianco, Kayo; Saggioro, Enrico; Barrocas, Paulo","Occurrence of Klebsiella pneumoniae ST244 and ST11 extensively drug-resistant producing KPC, NDM, OXA-370 in wastewater, Brazil","JOURNAL OF APPLIED MICROBIOLOGY","2023.0","10.1093/jambio/lxad130","Article","Oswaldo Cruz Fdn FIOCRUZ, Natl Sch Publ Hlth Sergio Arouca, ENSP, BR-4365 Rio De Janeiro, RJ, BrazilFundacao Oswaldo Cruz, Sergio Arouca Natl Sch Publ Hlth, Postgrad Program Publ Hlth & Environm, 1480 Leopoldo Bulhoes Ave, BR-21041210 Rio De Janeiro, RJ, BrazilOswaldo Cruz Fdn FIOCRUZ, Natl Inst Qual Control Hlth INCQS, 4365, Rio De Janeiro, RJ, BrazilOswaldo Cruz Fdn FIOCRUZ, Fiocruz Genom Network, Rio De Janeiro, RJ, BrazilCOVID 19 Monitoring Network Wastewater, BR-09210580 Rio De Janeiro, BrazilFundacao Oswaldo Cruz, Oswaldo Cruz Inst, Environm Hlth Evaluat & Promot Lab, 4365 Brasil Ave, BR-21045900 Rio De Janeiro, RJ, Brazil","COVID 19 Monitoring Network Wastewater","Brazil"
"Silva, Naaman Francisco Nogueira; Silva, Sergio Henrique; Baron, Daniel; Neves, Isabelle Cristina Oliveira; Casanova, Federico","Pereskia aculeata Miller as a Novel Food Source: A Review","FOODS","2023.0","10.3390/foods12112092","Review","Univ Fed Sao Carlos UFSCar, Ctr Ciencias Nat, BR-18290000 Buri, SP, BrazilUniv Fed Triangulo Mineiro UFTM, Inst Ciencias Exatas & Tecnol, BR-38025180 Uberaba, MG, BrazilTech Univ Denmark, Food Prod Engn Grp, DTU Food, Soltofts Plads 227, DK-2800 Lyngby, Denmark","Univ Fed Triangulo Mineiro UFTM","Brazil"
"Choque Delgado, Grethel Teresa; Carlos Tapia, Katerin Victoria; Pacco Huamani, Maria Cecilia; Hamaker, Bruce R.","Peruvian Andean grains: Nutritional, functional properties and industrial uses","CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION","2023.0","10.1080/10408398.2022.2073960","Review","Univ Nacl San Agustin Arequipa, Dept Acad Ingn Ind Alimentarias, Arequipa, PeruPurdue Univ, Whistler Ctr Carbohydrate Res, W Lafayette, IN 47907 USAPurdue Univ, Dept Food Sci, W Lafayette, IN 47907 USA",NA,"Peru"
"Kauffmann, Angelica Correa; Castro, Vinicius Silva","Phenolic Compounds in Bacterial Inactivation: A Perspective from Brazil","ANTIBIOTICS-BASEL","2023.0","10.3390/antibiotics12040645","Review","Univ Fed Mato Grosso, Chem Dept, BR-78060900 Cuiaba, MT, BrazilUniv Lethbridge, Dept Biol Sci, Lethbridge, AB T1K 3M4, Canada",NA,"Brazil"
